title,summary,url
Slave trade in the United States,"The internal slave trade in the United States, also known as the domestic slave trade, the Second Middle Passage and the interregional slave trade, was the mercantile trade of enslaved people within the United States. It was most significant after 1808, when the importation of slaves from Africa was prohibited by federal law. Historians estimate that upwards of one million slaves were forcibly relocated from the Upper South, places like Maryland, Virginia, Kentucky, North Carolina, Tennessee, and Missouri, to the territories and then-new states of the Deep South, especially Georgia, Alabama, Louisiana, Mississippi, and Arkansas.
Economists say that transactions in the inter-regional slave market were driven primarily by differences in the marginal productivity of labor, which were based in the relative advantage between climates for the production of staple goods. The trade was strongly influenced by the invention of the cotton gin, which made short-staple cotton profitable for cultivation across large swathes of the upland Deep South (the Black Belt). Previously the commodity was based on long-staple cotton cultivated in coastal areas and the Sea Islands.
The disparity in productivity created arbitrage opportunities for traders to exploit, and it facilitated regional specialization in labor production. Due to a lack of data, particularly with regard to slave prices, land values, and export totals for slaves, the true effects of the domestic slave trade, on both the economy of the Old South and general migration patterns of slaves into southwest territories, remain uncertain. These have served as points of contention among economic historians. The physical effect of forced labor (on remote plantation camps plagued with yellow fever, cholera, and malaria), and social-emotional effect of family separation in American slavery, was nothing short of catastrophic.

",https://en.wikipedia.org/wiki/Slave_trade_in_the_United_States
"Jerusalem Avenue, Warsaw","Jerusalem Avenue (Polish: Aleje Jerozolimskie) is one of the principal streets of the capital city of Warsaw in Poland. It runs through the City Centre along the East-West axis, linking the western borough of Wola with the bridge on the Vistula River and the borough of Praga on the other side of the river.

","https://en.wikipedia.org/wiki/Jerusalem_Avenue,_Warsaw"
NGC 7752 and NGC 7753,"NGC 7752 and NGC 7753 are a pair of galaxies approximately 272 million light-years away in the constellation Pegasus.
NGC 7753 is the primary galaxy. It is a barred spiral galaxy with a small nucleus. NGC 7752 is the satellite galaxy of NGC 7753. It is a barred lenticular galaxy that is apparently attached to one of NGC 7753's spiral arms. They resemble the Whirlpool Galaxy (M51A) and its satellite NGC 5195 (M51B).",https://en.wikipedia.org/wiki/NGC_7752_and_NGC_7753
"Timeline of Ponce, Puerto Rico","The following is a timeline of the history of the city of Ponce, Puerto Rico.","https://en.wikipedia.org/wiki/Timeline_of_Ponce,_Puerto_Rico"
St. Gallen Cathedral,"The Stiftskirche St. Gallus und Otmar (Collegiate Church of St. Gall and Otmar) is a Roman Catholic church in the city of St. Gallen, Switzerland. Once part of the Abbey of St. Gall, it has been the cathedral of the Diocese of St. Gallen since 1847. It is considered one of the last great sacred structures of the Baroque era, and is a UNESCO World Heritage site.",https://en.wikipedia.org/wiki/St._Gallen_Cathedral
Child and Family Agency,"The Child and Family Agency (Irish: An Ghníomhaireacht um Leanaí agus an Teaghlach), known as Tusla, is an independent Irish agency created by the Child and Family Agency Act 2013 and answerable to the Minister for Children, Equality, Disability, Integration and Youth. Its functions were previously distributed among the Health Service Executive's Children & Family Services, the Family Support Agency, and the National Educational Welfare Board. The name Tusla is intended to invoke the Irish words tús (beginning) and lá (day).

",https://en.wikipedia.org/wiki/Child_and_Family_Agency
Boyuk Zira,"Boyuk Zira (Böyük Zirə), also known as Nargin, is an island in the Caspian Sea. It is one of the islands of Baku Archipelago located in the Baku bay near Baku city. Nargin Island is part of the Baku Archipelago, which consists of the following islands: Boyuk Zira, Dash Zira, Qum Island, Zenbil, Sangi-Mugan, Chikil, Qara Su, Khara Zira, Gil, Ignat Dash and a few smaller ones.
Boyuk Zira is the biggest island that separates the Bay of Baku from the sea south of the Absheron Peninsula. It has a length of 3.1 km, and a width of 900 m. 
The northwestern side of the island is vertical and steep. There is little vegetation.
Caspian seals, sturgeon, and numerous types of birds, such as teal ducks, herring gulls, and grebes are some of the species that can be found on and around Boyuk Zira Island.

",https://en.wikipedia.org/wiki/Boyuk_Zira
FBXO9,"F-box only protein 9 is a protein that in humans is encoded by the FBXO9 gene.
This gene encodes a member of the F-box protein family which is characterized by an approximately 40 amino acid motif, the F-box. The F-box proteins constitute one of the four subunits of the ubiquitin protein ligase complex called SCFs (SKP1-cullin-F-box), which function in phosphorylation-dependent ubiquitination. The F-box proteins are divided into 3 classes: Fbws containing WD-40 domains, Fbls containing leucine-rich repeats, and Fbxs containing either different protein-protein interaction modules or no recognizable motifs. The protein encoded by this gene belongs to the Fbxs class. Alternative splicing of this gene generates at least 3 transcript variants diverging at the 5' terminus.",https://en.wikipedia.org/wiki/FBXO9
Obesity in Saudi Arabia,"Obesity in Saudi Arabia is a growing health concern, with health officials stating that it is one of the country's leading causes of preventable deaths. According to Forbes, Saudi Arabia ranks 29 on a 2007 list of the fattest countries with a percentage of 68.3% of its citizens being overweight (BMI≥25). Compounding the problem, according to a presentation at the 3rd International Obesity Conference in February 2014, is that obesity-related surgeries are not covered under Saudi healthcare.",https://en.wikipedia.org/wiki/Obesity_in_Saudi_Arabia
Psephenus texanus,"Psephenus texanus, the Texas water penny, is a species of water penny beetle in the family Psephenidae. It is found in Texas and northeastern Mexico.",https://en.wikipedia.org/wiki/Psephenus_texanus
Deh Darzeh,"Deh Darzeh (Persian: ده درزه) is a village in Rezvan Rural District, Jebalbarez District, Jiroft County, Kerman Province, Iran. At the 2006 census, its population was 16, in 4 families.",https://en.wikipedia.org/wiki/Deh_Darzeh
Rimske Toplice,Rimske Toplice (pronounced [ˈɾiːmskɛ tɔˈpliːtsɛ]) is a settlement in the Municipality of Laško in eastern Slovenia. It lies on the right bank of the Savinja River on the road from Celje to Ljubljana via Zidani Most. The area is part of the traditional region of Styria. It is now included with the rest of the municipality in the Savinja Statistical Region.,https://en.wikipedia.org/wiki/Rimske_Toplice
Copamyntis infusella,"Copamyntis infusella is a species of snout moth in the genus Copamyntis. It is found in Australia, India and Sri Lanka.
This species is a pest on cotton.
An associated Chalcididae to this species is Brachymeria rufescens.",https://en.wikipedia.org/wiki/Copamyntis_infusella
Legend of the Red Dragon,"Legend of the Red Dragon (LORD) is a text-based online role-playing video game, released in 1989 by Robinson Technologies. LORD is one of the best known door games. The player's goal is to improve their skills in order to defeat the Red Dragon which has been attacking the village. The software is compatible with DOS, Microsoft Windows, and OS/2.   The game was sold to and is currently owned by Metropolis Gameport. 

",https://en.wikipedia.org/wiki/Legend_of_the_Red_Dragon
"Tarnowo, Piła County","Tarnowo [tarˈnɔvɔ] (German: Seegenfelde) is a village in the administrative district of Gmina Szydłowo, within Piła County, Greater Poland Voivodeship, in west-central Poland. It lies approximately 13 kilometres (8 mi) north of Szydłowo, 14 km (9 mi) north of Piła, and 98 km (61 mi) north of the regional capital Poznań.","https://en.wikipedia.org/wiki/Tarnowo,_Pi%C5%82a_County"
"Opatkowice, Proszowice County","Opatkowice [ɔpatkɔˈvit͡sɛ] is a village in the administrative district of Gmina Proszowice, within Proszowice County, Lesser Poland Voivodeship, in southern Poland. It lies approximately 2 kilometres (1 mi) west of Proszowice and 30 km (19 mi) north-east of the regional capital Kraków.","https://en.wikipedia.org/wiki/Opatkowice,_Proszowice_County"
Neocollyris apicalis,"Neocollyris apicalis is a species in the family Cicindelidae. It is found in Borneo, Indonesia, and Malaysia.",https://en.wikipedia.org/wiki/Neocollyris_apicalis
Holiday Junction,"Holiday Junction Featuring the Duke Energy Holiday Trains is a rail-themed holiday event held annually since 1996 at the Cincinnati Museum Center at Union Terminal in Cincinnati, Ohio. Its main attraction is a much older model railroad display, which is owned by CSX Transportation and sponsored by Duke Energy.",https://en.wikipedia.org/wiki/Holiday_Junction
Tufanganj railway station,"Tufanganj railway station serves the city of Tufanganj lying in Cooch Behar district in the Indian state of West Bengal. The station lies in New Cooch Behar-Golokganj branch line under Alipurduar railway division of Northeast Frontier Railway zone. Important trains like Alipurduar–Silghat Town Rajya Rani Express, Siliguri–Dhubri Intercity Express are available from Tufanganj.",https://en.wikipedia.org/wiki/Tufanganj_railway_station
"Buczyna, West Pomeranian Voivodeship","Buczyna [buˈt͡ʂɨna] is a settlement in the administrative district of Gmina Świdwin, within Świdwin County, West Pomeranian Voivodeship, in north-western Poland. It lies approximately 4 kilometres (2 mi) south of Świdwin and 87 km (54 mi) north-east of the regional capital Szczecin.","https://en.wikipedia.org/wiki/Buczyna,_West_Pomeranian_Voivodeship"
Karpniki,"Karpniki [karpˈniki] is a village in the administrative district of Gmina Mysłakowice, within Karkonosze County, Lower Silesian Voivodeship, in south-western Poland. It lies approximately 5 kilometres (3 mi) east of Mysłakowice, 10 km (6 mi) south-east of Jelenia Góra, and 89 km (55 mi) west of the regional capital Wrocław, in the Rudawy Janowickie mountain range.

",https://en.wikipedia.org/wiki/Karpniki
San Mateo del Mar,"San Mateo del Mar  is a coastal town and municipality in Oaxaca in south-western Mexico. It is part of the Tehuantepec District in the west of the Istmo Region. It is the largest of four Huave towns in the region, the others being San Dionisio del Mar, San Francisco del Mar and Santa María del Mar.
As of 2005, the municipality had a total population of 12,667.",https://en.wikipedia.org/wiki/San_Mateo_del_Mar
War of the Second Coalition,"The War of the Second Coalition (French: Guerre de la Deuxième Coalition) (1798/9 – 1801/2, depending on periodisation) was the second war targeting revolutionary France by many European monarchies, led by Britain, Austria, and Russia and including the Ottoman Empire, Portugal, Naples and various German monarchies. Prussia did not join the coalition, while Spain supported France.
The overall goal of Britain and Russia was to contain the expansion of the French Republic and to restore the monarchy in France, while Austria – weakened and in deep financial debt from the War of the First Coalition – sought primarily to recover its position and come out of the war stronger than when it had entered. In large part because of the difference in strategy among the three major allied powers, the Second Coalition failed to overthrow the revolutionary government, and French territorial gains since 1793 were confirmed. In the Franco–Austrian Treaty of Lunéville in February 1801, France held all of its previous gains and obtained new lands in Tuscany, in Italy. Austria was granted Venetia and the former Venetian Dalmatia. Most other allies also signed separate peace treaties with the French Republic in 1801. Britain and France signed the Treaty of Amiens in March 1802, followed by the Ottomans in June 1802, which brought an interval of peace in Europe that lasted several months until Britain declared war on France again in May 1803. The renewed hostilities culminated in the War of the Third Coalition.",https://en.wikipedia.org/wiki/War_of_the_Second_Coalition
Jordanita vartianae,"Jordanita vartianae is a moth of the family Zygaenidae. It is endemic to southern and central Spain.
The length of the forewings is 13.7–14.7 mm for males and 9.0–9.5 mm for females.",https://en.wikipedia.org/wiki/Jordanita_vartianae
Offignies,Offignies (French pronunciation: [ɔfiɲi]) is a commune in the Somme department in Hauts-de-France in northern France.,https://en.wikipedia.org/wiki/Offignies
Jerningham wine cooler,The Jerningham wine cooler is a large wine cooler made out of silver in the 18th century.,https://en.wikipedia.org/wiki/Jerningham_wine_cooler
Canton of Jussey,"The canton of Jussey is an administrative division of the Haute-Saône department, northeastern France. Its borders were modified at the French canton reorganisation which came into effect in March 2015. Its seat is in Jussey.
It consists of the following communes:",https://en.wikipedia.org/wiki/Canton_of_Jussey
"Sainte-Anne-du-Lac, Adstock, Quebec","Sainte-Anne-du-Lac was a former village municipality in L'Amiante Regional County Municipality in the Chaudière-Appalaches region of Quebec.  On October 24, 2001, it merged into the municipality of Adstock and ceased to exist.","https://en.wikipedia.org/wiki/Sainte-Anne-du-Lac,_Adstock,_Quebec"
Haldighati Passenger,"Haldighati Passenger is a passenger train of Indian Railways, which runs between Agra Fort railway station of Agra of  Indian state Uttar Pradesh and Ratlam Junction railway station of Ratlam, Madhya Pradesh covering whole  Haldighati region.",https://en.wikipedia.org/wiki/Haldighati_Passenger
Marcellus News,"Marcellus News is a weekly news publication based in the town of Marcellus, Michigan. The newspaper's motto is ""The only newspaper in the world that cares about Marcellus!"" The newspaper is owned and published by Moormann Printing Inc. The Marcellus News was established in 1876.",https://en.wikipedia.org/wiki/Marcellus_News
Homo antecessor,"Homo antecessor (Latin ""pioneer man"") is an extinct species of archaic human recorded in the Spanish Sierra de Atapuerca, a productive archaeological site, from 1.2 to 0.8 million years ago during the Early Pleistocene. Populations of this species may have been present elsewhere in Western Europe, and were among the first to settle that region of the world, hence the name. The first fossils were found in the Gran Dolina cave in 1994, and the species was formally described in 1997 as the last common ancestor of modern humans and Neanderthals, supplanting the more conventional H. heidelbergensis in this position. H. antecessor has since been reinterpreted as an offshoot from the modern human line, although probably one branching off just before the modern human/Neanderthal split.
Despite being so ancient, the face is unexpectedly similar to that of modern humans rather than other archaic humans—namely in its overall flatness as well as the curving of the cheekbone as it merges into the upper jaw—although these elements are known only from a juvenile specimen. Brain volume could have been 1,000 cc (61 cu in) or more, but no intact braincase has been discovered. For comparison, present-day modern humans average 1,270 cm3 for males and 1,130 cm3 for females. Stature estimates range from 162.3–186.8 cm (5 ft 4 in – 6 ft 2 in). H. antecessor may have been broad-chested and rather heavy, much like Neanderthals, although the limbs were proportionally long, a trait more frequent in tropical populations. The kneecaps are thin and have poorly developed tendon attachments. The feet indicate H. antecessor walked differently compared to modern humans.
H. antecessor was predominantly manufacturing simple pebble and flake stone tools out of quartz and chert, although they used a variety of materials. This industry has some similarities with the more complex Acheulean, an industry which is characteristic of contemporary African and later European sites. Groups may have been dispatching hunting parties, which mainly targeted deer in their savannah and mixed woodland environment. Many of the H. antecessor specimens were cannibalised, perhaps as a cultural practice. There is no evidence they were using fire, and they similarly only inhabited inland Iberia during warm periods, presumably retreating to the coast otherwise.

",https://en.wikipedia.org/wiki/Homo_antecessor
Brave: The Search for Spirit Dancer,"Brave: The Search for Spirit Dancer is a 2005 action-adventure platform game developed by VIS Entertainment for the PlayStation 2. It was released in Europe by Sony Computer Entertainment and North America by Evolved Games. An enhanced port for the Xbox 360 and Wii developed by Collision Studios was released under the name Brave: A Warrior's Tale in 2009: a PlayStation Portable version was cancelled. The Xbox 360 version is not compatible with Xbox One.

",https://en.wikipedia.org/wiki/Brave:_The_Search_for_Spirit_Dancer
"Maternity Benefit (Amendment) Act, 2017","The Maternity (Amendment) Bill 2017, an amendment to the Maternity Benefit Act, 1961, was passed in Rajya Sabha on 11 August 2016, in Lok Sabha on 9 March 2017, and received an assent from President of India on 27 March 2017. The Maternity Benefit Act, 1961 protects the employment of women during the time of her maternity and entitles her of a 'maternity benefit' – i.e. full paid absence from work – to take care for her child. The Act is applicable to all establishments employing 10 or more than 10 persons in Factories, Mines, Plantation, Shops & Establishments and other entities. Establishments employing 50 or more employees are also required to provide crèche facilities, either separately or along with common facilities within a prescribed distance.
The provisions of this act are effective from 1 April 2017. However, provision on creche facility (Section 11A) shall be effective from 1 July 2017. The Code on Social Security, 2020 consolidated the provisions of this and several other acts, repealing the acts in the process.","https://en.wikipedia.org/wiki/Maternity_Benefit_(Amendment)_Act,_2017"
Westchester County Democratic Committee,"The Westchester County Democratic Committee is the affiliate of the Democratic Party in the state of New York. Its headquarters is in White Plains, New York.

",https://en.wikipedia.org/wiki/Westchester_County_Democratic_Committee
Septimal chromatic semitone,"In music, a septimal chromatic semitone or minor semitone is the interval 21:20 ().  It is about 84.47 cents. The septimal chromatic semitone may be derived from the harmonic series as the interval between the twentieth and twenty-first harmonics.
The septimal chromatic semitone equals a just chromatic semitone (25:24) plus a septimal semicomma (126:125).
When added to the 15:14 semitone, the 21:20 semitone and 28:27 semitone produce the 9:8 tone (major tone) and 10:9 tone (minor tone), respectively.

",https://en.wikipedia.org/wiki/Septimal_chromatic_semitone
Grumentum,"Grumentum (Ancient Greek: Γρούμεντον) was an ancient Roman city in the centre of Lucania, in what is now the comune of Grumento Nova, c. 50 km (31 mi) south of Potenza by the direct road through Anxia, and 80 km (50 mi) by the Via Herculia, at the point of divergence of a road eastward to Heraclea.
The main public buildings of the city have been excavated and are in excellent condition.",https://en.wikipedia.org/wiki/Grumentum
Wattstown Barrows,"Wattstown Barrows are two tumuli (barrows) which form a National Monument in County Westmeath, Ireland.",https://en.wikipedia.org/wiki/Wattstown_Barrows
Amitermitinae,"Amitermitinae is a disputed subfamily of ""higher termites"" now often merged with the subfamily Termitinae and is considered by ITIS as a synonym; it had previously been placed in the family Rhinotermitidae.
Amitermitinae have as typical characteristics: a usually rounded head with a bilobed clypeus. The mandibles of their soldiers usually has a single median tooth.
They have evolved the ability to have many reproductives in their colony, up to a hundred, which allows very large colonies. As with other members of their family, Termitidae, they have lost most of their cellulose-digesting protozoa. Instead, they eat fungi, which digest cellulose and other organic matter. As a result, the Termitidae can make use of a wide variety of foods; not only rotten wood, but also grass, seeds, dung, soil, and detritus  are all used by one species or another. In addition, some species can synthesize nitrogen compounds.
Many members of the Amitermitinae have evolved a very effective way of securing food. The Amitermes species especially build a shell of earth by cementing the earth with their saliva and use it to cover vegetation. This smothers the plant and they can then eat the fungi that grow in the safety of the covering. They probably evolved in savanna, monsoon, and desert regions because their runways are not very resistant to rain erosion They use saliva to build runways, and this is an adaptation of an earlier use of saliva to entangle enemies 
The cemented soil is richer in phosphorus than the soil from which it is derived. This causes an increased loss of phosphorus from sheet erosion. It is probably a major part of the reason why tropical savanna soils are depleted in phosphorus, especially in Australia. The genus Termes branch probably arose in Africa. The Amitermitinae are thought to have arisen in Southeast Asia, probably from primitive Oriental Termitinae species, in early Cretaceous but it may be even more likely in Australia, since that is where phosphate deposits were clustered in the late Jurassic and early Cretaceous. The primitive Amitermitinae species are most numerous in those regions at present. The development of at least 25 fundamentally different sesquiterpenes and several unique cyclic ethers for termite defense in the Amitermitinae  hint at considerable success and large numbers in the early years for such systems must be elaborate to evolve.",https://en.wikipedia.org/wiki/Amitermitinae
Rhynie,"The Rhynie chert is a Lower Devonian sedimentary deposit exhibiting extraordinary fossil detail or completeness (a Lagerstätte). It is exposed near the village of Rhynie, Aberdeenshire, Scotland; a second unit, the Windyfield chert, is located some 700 m away. 
The Rhynie chert contains exceptionally preserved plant, fungus, lichen and animal material preserved in place by an overlying volcanic deposit. The bulk of the Devonian fossil bed consists of primitive plants (which had water-conducting cells and sporangia, but no true leaves), along with arthropods, lichens, algae and fungi.
This fossil bed is remarkable for two reasons. First, the age of the site (Pragian, Early Devonian, formed about 410 million years ago) places it at an early stage in the colonisation of land. Second, these cherts are famous for their exceptional state of ultrastructural preservation, with individual cell walls easily visible in polished specimens. Stomata have been counted and lignin remnants detected in the plant material, and the breathing apparatus of trigonotarbids—of the class Arachnida—(known as book lungs) can be seen in cross-sections. Fungal hyphae can be seen entering plant material, acting as decomposers and mycorrhizal symbionts.",https://en.wikipedia.org/wiki/Rhynie_chert
Estonian Karate Federation,"Estonian Karate Federation (abbreviation EKF; Estonian: Eesti Karate Föderatsioon) is one of the sport governing bodies in Estonia which deals with karate.
EKF is a legal successor of Estonian SSR Judo and Karate Federation which was established in 1974.",https://en.wikipedia.org/wiki/Estonian_Karate_Federation
Surkul,"Surkul (Persian: سوركول, also Romanized as Sūrkūl) is a village in Kumasi Rural District, in the Central District of Marivan County, Kurdistan Province, Iran. At the 2006 census, its population was 324, in 72 families. The village is populated by Kurds.

",https://en.wikipedia.org/wiki/Surkul
Ivory Tower Building,"The Ivory Tower Building was also called the Ivory Tower or the Makerere University Ivory Tower is the main administrative building at Makerere University in Kampala, Uganda. It is among the oldest buildings of the university

",https://en.wikipedia.org/wiki/Ivory_Tower_Building
Harbin University of Commerce,"Harbin Commercial University (Chinese: 哈尔滨商业大学; pinyin: Hārbīn Shāngyè Dàxué), also known as Harbin University of Commerce, is a university in Harbin, China. It was the first multidisciplinary commercial university in China.",https://en.wikipedia.org/wiki/Harbin_University_of_Commerce
Manettia nubigena,Manettia nubigena is a species of plant in the family Rubiaceae. It is endemic to Ecuador.,https://en.wikipedia.org/wiki/Manettia_nubigena
1969 Israel Super Cup,"The 1969 Israel Super Cup was the sixth Israel Super Cup, an annual Israeli football match played between the winners of the previous season's Top Division and Israel State Cup, and the first time the competition was played under the IFA.
The match was played between Hapoel Tel Aviv, champions of the 1968–69 Liga Leumit and Hakoah Ramat Gan, winners of the 1968–69 Israel State Cup. At the match, played at Bloomfield Stadium, Hapoel Tel Aviv won 5–1.",https://en.wikipedia.org/wiki/1969_Israel_Super_Cup
2015 ACC men's basketball tournament,"The 2015 Atlantic Coast Conference men's basketball tournament was the postseason men's basketball tournament for the Atlantic Coast Conference, held at the Greensboro Coliseum in Greensboro, North Carolina, from March 10 to 14, 2015. The tournament included fourteen of the fifteen ACC teams, as Syracuse did not compete due to a self-imposed postseason ban. Seeds 5 through 10 received a first-round bye, and the top four seeds received a ""double bye"" through the first round and second rounds. The 2015 tournament was the first to begin on a Tuesday and the first since 1981 to finish on a Saturday. The semifinals and championship game were played in the evening instead of their traditional afternoon timeslot. It was the fourth time a team has played 4 games (NC State in 1997 and 2007, Georgia Tech in 2010).  ESPN and the ACC Network televised all games, and the championship game was moved to Saturday to facilitate a prime-time broadcast on ESPN.",https://en.wikipedia.org/wiki/2015_ACC_men%27s_basketball_tournament
Organizations designated as terrorist by Bahrain,Organizations designated as terrorist by Bahrain are organizations that have been designated by the Bahrain government as terrorist organisations. The Ministry of Foreign Affairs maintains a public list of designated terrorist individuals and entities.,https://en.wikipedia.org/wiki/Organizations_designated_as_terrorist_by_Bahrain
St. Mary's Malankara Major Seminary,St. Mary's Malankara Syrian Catholic Major Seminary is a centre of priestly training for the Syro-Malankara Catholic Church.,https://en.wikipedia.org/wiki/St._Mary%27s_Malankara_Major_Seminary
1926–27 Swiss Cup,"The 1926–27 Swiss Cup was the second season of Switzerland's annual cup competition.  The competition began on 6 September 1926 and ended on 11 April 1927.  Grasshopper Club Zurich defeated FC Young Fellows Zürich 3–1 in the Final.

",https://en.wikipedia.org/wiki/1926%E2%80%9327_Swiss_Cup
Aftershocks (film),"Aftershocks is a 1998 Australian TV film based on the theatre production of the same name about the 1989 Newcastle earthquake, focussing on the Newcastle Workers Club.",https://en.wikipedia.org/wiki/Aftershocks_(film)
Mehane,"Methane (US:  METH-ayn, UK:  MEE-thayn) is a chemical compound with the chemical formula CH4 (one carbon atom bonded to four hydrogen atoms). It is a group-14 hydride, the simplest alkane, and the main constituent of natural gas. The abundance of methane on Earth makes it an economically attractive fuel, although capturing and storing it is difficult because it is a gas at standard temperature and pressure. In the Earth's atmosphere methane is transparent to visible light but absorbs infrared radiation, acting as a greenhouse gas. Methane is an organic compound, and among the simplest of organic compounds. Methane is also a hydrocarbon.
Naturally occurring methane is found both below ground and under the seafloor and is formed by both geological and biological processes. The largest reservoir of methane is under the seafloor in the form of methane clathrates. When methane reaches the surface and the atmosphere, it is known as atmospheric methane.
The Earth's atmospheric methane concentration has increased by about 160% since 1750, with the overwhelming percentage caused by human activity. It accounted for 20% of the total radiative forcing from all of the long-lived and globally mixed greenhouse gases, according to the 2021 Intergovernmental Panel on Climate Change report. Strong, rapid and sustained reductions in methane emissions could limit near-term warming and improve air quality by reducing global surface ozone.
Methane has also been detected on other planets, including Mars, which has implications for astrobiology research.

",https://en.wikipedia.org/wiki/Methane
Arizona World War II Army Airfields,"During World War II, the United States Army Air Forces (USAAF) established numerous airfields in Arizona for training pilots and aircrews of USAAF fighters and bombers.
Most of these airfields were under the command of Fourth Air Force or the Army Air Forces Training Command (AAFTC) (A predecessor of the current-day United States Air Force Air Education and Training Command).  However, the other USAAF support commands (Air Technical Service Command (ATSC); Air Transport Command (ATC) or Troop Carrier Command) commanded a significant number of airfields in a support roles.
It is still possible to find remnants of these wartime airfields. Many were converted into municipal airports, some were returned to agriculture and several were retained as United States Air Force installations and were front-line bases during the Cold War. Hundreds of the temporary buildings that were used survive today, and are being used for other purposes.",https://en.wikipedia.org/wiki/Arizona_World_War_II_Army_Airfields
Bordesholm station,"Bordesholm station is a passenger station in the centre of Bordesholm (in the district of Rendsburg-Eckernförde) in the German state of Schleswig-Holstein.  It is on the Hamburg-Altona–Kiel railway. The station is now mainly used by commuters.

",https://en.wikipedia.org/wiki/Bordesholm_station
Ágasegyháza,"Ágasegyháza is a village and municipality in Bács-Kiskun county, in the Southern Great Plain region of southern Hungary.",https://en.wikipedia.org/wiki/%C3%81gasegyh%C3%A1za
List of songs recorded by Raven-Symoné,"A complete list of songs by the American actress, singer and songwriter ""Raven-Symoné"".",https://en.wikipedia.org/wiki/List_of_songs_recorded_by_Raven-Symon%C3%A9
Lamprologus ornatipinnis,"Lamprologus ornatipinnis is a species of cichlid endemic to Lake Tanganyika, where it prefers areas with sandy substrates or, sometimes, rocky areas. While not a shell dweller like many of its congeners, it does use shells (and possibly rock crevices) for spawning. This species can reach a length of 7.8 centimetres (3.1 in) TL. This species can also be found in the aquarium trade.

",https://en.wikipedia.org/wiki/Lamprologus_ornatipinnis
Ramen Ryoma,"Ramen Ryoma is a Japanese restaurant chain with locations in the United States and Chile. In the U.S., the restaurant operates in the Portland metropolitan area and in San Diego, California.

",https://en.wikipedia.org/wiki/Ramen_Ryoma
Pseudocannaboides,"Pseudocannaboides is a genus of flowering plants belonging to the family Apiaceae.
Its native range is Madagascar.
Species:

Pseudocannaboides andringitrensis (Humbert) B.-E.van Wyk",https://en.wikipedia.org/wiki/Pseudocannaboides
Joffre-class aircraft carrier,"The Joffre class consisted of a pair of aircraft carriers ordered by the Marine Nationale (French Navy) prior to World War II. The Navy had commissioned an experimental carrier in 1927, but it was slow and obsolete by the mid-1930s. Support for naval aviation in the navy was weak during this time as it had lost control of its aircraft, its training and their development to the new Air Ministry when it formed in 1928 and did not regain full control until 1936. Traditionalists among the naval leadership had begun a battleship building program in the early 1930s to counter German ships that were suitable for commerce raiding and carriers were deemed useful to hunt them down, especially once the Germans began building a carrier of their own in 1936.
One ship was laid down in 1938, but was not launched before all work was cancelled after the Armistice of 22 June 1940. The incomplete hull of Joffre was subsequently scrapped.

",https://en.wikipedia.org/wiki/Joffre-class_aircraft_carrier
Pittsburgh Metal,"General Motors Pittsburgh, also known as Pittsburgh Metal, was a former automotive factory held by General Motors Corporation.  The 800,000 sq ft (74,000 m2) plant operated from 1949 until its closure in 2008 and subsequent demolition.  The plant was located at 1451 Lebanon School Road in the Pittsburgh suburb of West Mifflin, Pennsylvania, across from United States Steel's Mon Valley Works.",https://en.wikipedia.org/wiki/Pittsburgh_Metal
Carmofur,"Carmofur (INN) or HCFU (1-hexylcarbamoyl-5-fluorouracil) is a pyrimidine analogue used as an antineoplastic agent. It is a derivative of fluorouracil, being a lipophilic-masked analog of 5-FU that can be administered orally.

",https://en.wikipedia.org/wiki/Carmofur
Swartzia macrosema,Swartzia macrosema is a species of flowering plant in the family Fabaceae. It is found only in Ecuador. Its natural habitat is subtropical or tropical moist montane forests.,https://en.wikipedia.org/wiki/Swartzia_macrosema
CS Agronomia București (women's basketball),"Clubul Sportiv Agronomia București, commonly known as CS Agronomia București or simply Agronomia București, is a Romanian women's basketball club based in Bucharest, currently participates in the Liga Națională, the top-tier league in Romania.
The club initially played in the second-tier Liga I. However, in 2018 the league was merged with the top-tier Liga Națională.",https://en.wikipedia.org/wiki/CS_Agronomia_Bucure%C8%99ti_(women%27s_basketball)
Swimming at the 2020 Summer Paralympics – Women's 200 metre individual medley SM5,"The Women's 200 metre individual medley SM5 event at the 2020 Paralympic Games took place on 3 September 2021, at the Tokyo Aquatics Centre.",https://en.wikipedia.org/wiki/Swimming_at_the_2020_Summer_Paralympics_%E2%80%93_Women%27s_200_metre_individual_medley_SM5
International Ski Instructors Association,"The International Ski Instructors Association (ISIA) is the world body for professional ski instructors.
As an international organisation for the protection and promotion of the interests of professional ski instructors (skiing and other snow sports), the ISIA supports:

Stronger relationship between individual national ski instructor associations
Collaboration in respect of ski technique, methodology, didactic and questions
of safety
The exchange of information
Internal and external opinion forming concerning the profession of ski
instructor.
The task of the ISIA is to support the professional practice of ski and snow
sports teaching in all its forms, and it collaborates with other associations
from the worlds of skiing and tourism. Research into ski techniques, methodology
and didactic fields of skiing and every related branch is supported by
the ISIA, within the realms of its ability.",https://en.wikipedia.org/wiki/International_Ski_Instructors_Association
